Func_id	Func_name	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
KO:K10212	"glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]"	31	28	58	60	49	33	75	43	19	53	144	25
KO:K10213	ribosylpyrimidine nucleosidase [EC:3.2.2.8]	206	61	104	98	131	56	226	291	414	278	118	31
KO:K10214	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10215	monooxygenase [EC:1.14.13.-]	67	17	11	21	22	4	118	0	68	25	183	68
KO:K10216	2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]	438	531	506	580	737	386	1803	590	582	411	1535	330
KO:K10217	aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]	649	923	1135	1162	748	548	1418	596	375	541	2266	1121
KO:K10218	4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	1322	1779	1457	2180	1349	1380	3784	895	2191	775	2785	1505
KO:K10219	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	577	1381	1138	1618	885	906	393	423	334	451	926	906
KO:K10220	4-oxalmesaconate hydratase [EC:4.2.1.83]	1351	2256	2115	2599	1864	1597	5159	1049	655	727	2996	1774
KO:K10221	"2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]"	372	860	716	1111	613	740	147	250	101	181	738	636
KO:K10222	"2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8]"	28	14	23	13	15	12	25	18	15	59	114	13
KO:K10223	cholesterol 25-hydroxylase [EC:1.14.99.38]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10224	fatty acid desaturase 1 (delta-5 desaturase) [EC:1.14.19.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10225	fatty acid desaturase 3 (delta-6 desaturase) [EC:1.14.19.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10226	fatty acid desaturase 2 (delta-6 desaturase) [EC:1.14.19.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10227	sorbitol/mannitol transport system substrate-binding protein	1420	1218	1181	1199	586	690	815	296	396	194	1182	927
KO:K10228	sorbitol/mannitol transport system permease protein	998	830	811	837	485	513	606	248	312	98	821	688
KO:K10229	sorbitol/mannitol transport system permease protein	1023	839	853	817	453	533	633	244	333	129	823	605
KO:K10231	kojibiose phosphorylase [EC:2.4.1.230]	1206	503	825	544	442	490	1137	883	1113	658	1340	511
KO:K10232	alpha-glucoside transport system substrate-binding protein	1333	929	1094	468	467	541	1303	458	1152	714	3112	1614
KO:K10233	alpha-glucoside transport system permease protein	989	865	841	402	472	452	750	284	945	539	2488	1225
KO:K10234	alpha-glucoside transport system permease protein	1006	674	825	351	423	371	760	276	884	534	1959	1247
KO:K10235	alpha-glucoside transport system ATP-binding protein	41	11	12	11	33	43	5	8	0	10	61	44
KO:K10236	trehalose/maltose transport system substrate-binding protein	536	642	981	733	446	384	94	86	380	125	682	797
KO:K10237	trehalose/maltose transport system permease protein	294	110	134	47	98	83	69	67	394	107	501	500
KO:K10238	trehalose/maltose transport system permease protein	298	75	133	62	137	129	75	56	231	56	545	415
KO:K10240	cellobiose transport system substrate-binding protein	272	107	60	53	86	29	168	45	173	29	551	386
KO:K10241	cellobiose transport system permease protein	285	126	61	39	89	48	159	72	187	92	537	367
KO:K10242	cellobiose transport system permease protein	160	48	19	7	47	21	116	30	131	55	410	305
KO:K10244	elongation of very long chain fatty acids protein 5 [EC:2.3.1.199]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10245	fatty acid elongase 2 [EC:2.3.1.199]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10246	fatty acid elongase 3 [EC:2.3.1.199]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10247	elongation of very long chain fatty acids protein 1 [EC:2.3.1.199]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10248	elongation of very long chain fatty acids protein 3 [EC:2.3.1.199]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10249	elongation of very long chain fatty acids protein 4 [EC:2.3.1.199]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10250	elongation of very long chain fatty acids protein 7 [EC:2.3.1.199]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10251	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10252	"beta,beta-carotene 9',10'-dioxygenase [EC:1.13.11.71]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10253	"DOPA 4,5-dioxygenase [EC:1.14.99.-]"	282	931	645	674	1475	542	1359	1102	272	674	1294	291
KO:K10254	oleate hydratase [EC:4.2.1.53]	345	317	482	536	259	598	91	80	41	10	391	77
KO:K10255	omega-6 fatty acid desaturase (delta-12 desaturase) [EC:1.14.19.-]	2208	3362	2139	2725	2080	1911	615	440	766	336	3301	2097
KO:K10256	omega-6 fatty acid desaturase (delta-12 desaturase) [EC:1.14.19.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10257	omega-3 fatty acid desaturase (delta-15 desaturase) [EC:1.14.19.-]	18	12	0	0	22	3	4	0	0	7	15	3
KO:K10258	very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10259	F-box and WD-40 domain protein MET30	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10260	F-box and WD-40 domain protein 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10261	F-box and WD-40 domain protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10262	F-box and WD-40 domain protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10263	F-box and WD-40 domain protein 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10264	F-box and WD-40 domain protein 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10265	F-box and WD-40 domain protein 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10266	F-box and WD-40 domain protein 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10267	F-box and WD-40 domain protein 12/13/14/15/16/17/19	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10268	F-box and leucine-rich repeat protein 2/20	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10269	F-box and leucine-rich repeat protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10270	F-box and leucine-rich repeat protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10271	F-box and leucine-rich repeat protein 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10272	F-box and leucine-rich repeat protein 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10273	F-box and leucine-rich repeat protein 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10274	F-box and leucine-rich repeat protein 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10275	F-box and leucine-rich repeat protein 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10276	F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10277	lysine-specific demethylase 8 [EC:1.14.11.27]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10278	F-box and leucine-rich repeat protein 12	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10279	F-box and leucine-rich repeat protein 13	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10280	F-box and leucine-rich repeat protein 14	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10281	F-box and leucine-rich repeat protein 15	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10282	F-box and leucine-rich repeat protein 16	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10283	F-box and leucine-rich repeat protein 17	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10284	F-box and leucine-rich repeat protein 18	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10285	F-box and leucine-rich repeat protein 19	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10287	F-box and leucine-rich repeat protein 21	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10288	F-box and leucine-rich repeat protein 22	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10289	F-box protein 1 (cyclin F)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10290	F-box protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10291	F-box protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10292	F-box protein 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10293	F-box protein 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10294	F-box protein 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10295	F-box protein 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10296	F-box protein 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10297	F-box protein 11	98	80	156	138	74	111	27	53	83	32	245	58
KO:K10298	F-box protein 15	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10299	F-box protein 16	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10300	"F-box protein, helicase, 18 [EC:3.6.4.12]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10301	F-box protein 21	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10302	F-box protein 22	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10303	F-box protein 23	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10304	F-box protein 24	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10305	F-box protein 25/32	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10306	F-box protein 28	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10307	F-box protein 30	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10308	F-box protein 31	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10310	F-box protein 33	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10311	F-box protein 34	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10312	F-box protein 36	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10313	F-box protein 38	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10314	F-box protein 39	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10315	F-box protein 40	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10316	F-box protein 41	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10317	F-box protein 42	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10318	F-box protein 43	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10319	F-box protein 45	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10320	F-box protein 46	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10321	F-box protein 47	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10323	ankyrin repeat and SOCS box protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10324	ankyrin repeat and SOCS box protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10325	ankyrin repeat and SOCS box protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10326	ankyrin repeat and SOCS box protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10327	ankyrin repeat and SOCS box protein 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10328	ankyrin repeat and SOCS box protein 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10329	ankyrin repeat and SOCS box protein 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10330	ankyrin repeat and SOCS box protein 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10331	ankyrin repeat and SOCS box protein 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10332	ankyrin repeat and SOCS box protein 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10333	ankyrin repeat and SOCS box protein 11	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10334	ankyrin repeat and SOCS box protein 12	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10335	ankyrin repeat and SOCS box protein 13	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10336	ankyrin repeat and SOCS box protein 14	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10337	ankyrin repeat and SOCS box protein 15	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10338	ankyrin repeat and SOCS box protein 16	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10339	ankyrin repeat and SOCS box protein 17	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10340	ankyrin repeat and SOCS box protein 18	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10341	WD repeat and SOCS box-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10342	WD repeat and SOCS box-containing protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10343	SPRY domain-containing SOCS box protein 1/4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10344	SPRY domain-containing SOCS box protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10345	SPRY domain-containing SOCS box protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10347	leucine-rich repeat-containing protein 41	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10348	LRR-repeat protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10349	Fem-1 homolog b	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10350	Zyg-11 protein homolog	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10351	myosin regulatory light chain 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10352	myosin heavy chain	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10353	deoxyadenosine kinase [EC:2.7.1.76]	110	256	244	134	71	104	131	155	31	209	234	501
KO:K10354	"actin, alpha skeletal muscle"	113	88	20	33	141	36	26	10	0	31	58	3
KO:K10355	"actin, other eukaryote"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10356	myosin I	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10357	myosin V	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10358	myosin VI	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10359	myosin VII	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10360	myosin IX	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10361	myosin XV	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10362	myosin XVIII	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10363	destrin (actin-depolymerizing factor)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10364	"capping protein (actin filament) muscle Z-line, alpha"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10365	"capping protein (actin filament) muscle Z-line, beta"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10366	dystrophin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10367	formin 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10368	"capping protein (actin filament), gelsolin-like"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10369	supervillin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10370	tropomodulin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10371	"troponin I, slow skeletal muscle"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10372	"troponin T, slow skeletal muscle"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10373	tropomyosin 1	7	3	4	0	5	8	0	0	0	0	14	0
KO:K10374	tropomyosin 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10375	tropomyosin 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10376	desmuslin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10377	syncoilin 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10378	filensin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10379	phakinin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10380	ankyrin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10381	desmoplakin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10382	dystonin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10383	envoplakin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10384	filaggrin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10385	loricrin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10386	periplakin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10387	plakophilin 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10388	plectin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10389	tubulin gamma	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10390	tubulin delta	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10391	tubulin epsilon	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10392	kinesin family member 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10393	kinesin family member 2/24	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10394	kinesin family member 3/17	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10395	kinesin family member 4/21/27	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10396	kinesin family member 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10397	kinesin family member 6/9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10398	kinesin family member 11	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10399	kinesin family member 12	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10400	kinesin family member 15	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10401	kinesin family member 18/19	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10402	kinesin family member 20	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10403	kinesin family member 22	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10404	kinesin family member 26	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10405	kinesin family member C1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10406	kinesin family member C2/C3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10407	kinesin light chain	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10408	"dynein heavy chain, axonemal"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10409	"dynein intermediate chain 1, axonemal"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10410	"dynein light intermediate chain, axonemal"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10411	"dynein light chain 1, axonemal"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10412	"dynein light chain 4, axonemal"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10413	"dynein heavy chain 1, cytosolic"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10414	"dynein heavy chain 2, cytosolic"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10415	"dynein intermediate chain, cytosolic"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10416	"dynein light intermediate chain 1, cytosolic"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10417	"dynein light intermediate chain 2, cytosolic"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10418	dynein light chain LC8-type	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10419	dynein light chain roadblock-type	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10420	dynein light chain Tctex-type 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10421	CAP-Gly domain-containing linker protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10422	CAP-Gly domain-containing linker protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10423	CAP-Gly domain-containing linker protein 3/4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10424	dynactin 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10425	dynactin 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10426	dynactin 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10427	dynactin 5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10428	dynactin 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10429	microtubule-associated protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10430	microtubule-associated protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10431	microtubule-associated protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10432	microtubule-associated protein 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10433	microtubule-associated protein 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10434	microtubule-associated protein 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10435	microtubule-associated protein 1 light chain	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10436	"microtubule-associated protein, RP/EB family"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10437	phenylacetate 2-hydroxylase [EC:1.14.13.-]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10438	3-hydroxyphenylacetate 6-hydroxylase [EC:1.14.13.63]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10439	ribose transport system substrate-binding protein	13499	14274	12754	17205	12433	12452	21875	14261	12282	7915	24484	11261
KO:K10440	ribose transport system permease protein	9156	11716	9495	15524	10910	11574	12795	7975	7294	5291	21448	10186
KO:K10441	ribose transport system ATP-binding protein [EC:3.6.3.17]	9036	11193	9068	14454	9973	10018	11964	5839	6210	4474	19537	11739
KO:K10442	kelch-like protein 1/4/5	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10443	kelch-like protein 2/3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10444	kelch-like protein 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10445	kelch-like protein 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10446	kelch-like protein 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10447	kelch-like protein 9/13	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10448	kelch-like protein 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10449	kelch-like protein 11	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10450	kelch-like protein 12	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10451	kelch-like protein 14	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10452	kelch-like protein 15	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10453	kelch-like protein 16 (gigaxonin)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10454	kelch-like protein 17 (actinfilin)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10455	kelch-like protein 18	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10456	kelch-like protein 19	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10457	kelch-like protein 20	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10458	kelch-like protein 21	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10459	kelch-like protein 22	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10460	kelch-like protein 23	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10461	kelch-like protein 24/35	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10462	kelch-like protein 25/37 (ectoderm-neural cortex protein)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10463	kelch-like protein 26	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10464	kelch-like protein 28	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10465	kelch-like protein 29	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10466	kelch-like protein 30	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10467	kelch-like protein 31	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10468	kelch-like protein 32	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10469	kelch-like protein 34	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10470	kelch repeat and BTB domain-containing protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10471	kelch repeat and BTB domain-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10472	kelch repeat and BTB domain-containing protein 4	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10473	kelch repeat and BTB domain-containing protein 5/10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10474	kelch repeat and BTB domain-containing protein 6/7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10475	kelch repeat and BTB domain-containing protein 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10476	kelch repeat and BTB domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10477	BTB/POZ domain-containing protein 1/2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10478	BTB/POZ domain-containing protein 3/6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10479	BTB/POZ domain-containing protein 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10480	BTB/POZ domain-containing protein 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10481	BTB/POZ domain-containing protein 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10482	BTB/POZ domain-containing protein 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10483	BTB/POZ domain-containing protein 11	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10484	structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10485	BTB/POZ domain-containing protein 13 (germ cell-less protein-like 1)	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10486	BTB/POZ domain-containing protein 14	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10487	BTB/POZ domain-containing protein 16	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10488	zinc finger and BTB domain-containing protein 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10489	zinc finger and BTB domain-containing protein 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10490	zinc finger and BTB domain-containing protein 3	0	0	0	0	0	0	0	0	0	0	0	0
KO:K10491	zinc finger and BTB domain-containing protein 4	0	0	0	0	0	0	0	0	0	0	0	0
